OWCP MEDICAL FEE SCHEDULE - EFFECTIVE
Table of RVU & Conversion Factor values by CPT/HCPCS Codes
Effective Date: June 30, 2020
Last Update: June 30, 2020
Pay Status: B=Bundled (Non-ASC providers); C=Covered; D = Not Payable by DOL; R=Suspend for Review; S = Suspend for Review




Table of RVU & Conversion Factor values by CPT/HCPCS Codes
      CPT                                               NON-FACILITY   FACILITY
      ADA                       PAY          WORK            PE           PE      MPE    GLOBAL   CONVERSION              SHORT DESCRIPTION
L5969   C   18,261.44   0.00   0.00   0.00   XXX   1.25   Ak/Ft Power Asst Incl Motors
L5970   C    270.24     0.00   0.00   0.00   XXX   1.25   Foot External Keel Sach Foot
L5971   C    270.24     0.00   0.00   0.00   XXX   1.25   Sach Foot, Replacement
L5972   C    468.96     0.00   0.00   0.00   XXX   1.25   Flexible Keel Foot
L5973   C   20864.25    0.00   0.00   0.00   XXX   1.25   Ank-Foot Sys Dors-Plant Flex
L5974   C    310.08     0.00   0.00   0.00   XXX   1.25   Foot Single Axis Ankle/Foot
L5975   C    554.28     0.00   0.00   0.00   XXX   1.25   Combo Ankle/Foot Prosthesis
L5976   C    745.19     0.00   0.00   0.00   XXX   1.25   Energy Storing Foot
L5978   C    388.32     0.00   0.00   0.00   XXX   1.25   Ft Prosth Multiaxial Ankl/Ft
L5979   C    3036.20    0.00   0.00   0.00   XXX   1.25   Multi-Axial Ankle/Ft Prosth
L5980   C    4933.62    0.00   0.00   0.00   XXX   1.25   Flex Foot System
L5981   C    3832.47    0.00   0.00   0.00   XXX   1.25   Flex-Walk Sys Low Ext Prosth
L5982   C    769.26     0.00   0.00   0.00   XXX   1.25   Exoskeletal Axial Rotation U
L5984   C    758.03     0.00   0.00   0.00   XXX   1.25   Endoskeletal Axial Rotation
L5985   C    339.78     0.00   0.00   0.00   XXX   1.25   Lwr Ext Dynamic Prosth Pylon
L5986   C    843.21     0.00   0.00   0.00   XXX   1.25   Multi-Axial Rotation Unit
L5987   C    8600.84    0.00   0.00   0.00   XXX   1.25   Shank Ft W Vert Load Pylon
L5988   C    2388.45    0.00   0.00   0.00   XXX   1.25   Vertical Shock Reducing Pylo
L5990   C    2169.07    0.00   0.00   0.00   XXX   1.25   User Adjustable Heel Height
L5999   S     0.00      0.00   0.00   0.00   XXX   0.00   Lowr Extremity Prosthes, Nos
L6000   C    1768.01    0.00   0.00   0.00   XXX   1.25   Part Hand Thumb Rem
L6010   C    1967.50    0.00   0.00   0.00   XXX   1.25   Part Hand Little/Ring
L6020   C    1834.38    0.00   0.00   0.00   XXX   1.25   Part Hand No Fingers
L6026   C    4988.82    0.00   0.00   0.00   XXX   1.25   Part Hand Myo Exclu Term Dev
L6050   C    2527.70    0.00   0.00   0.00   XXX   1.25   Wrst Mld Sck Flx Hng Tri Pad
L6055   C    3522.98    0.00   0.00   0.00   XXX   1.25   Wrst Mold Sock W/Exp Interfa
L6100   C    2560.96    0.00   0.00   0.00   XXX   1.25   Elb Mold Sock Flex Hinge Pad
L6110   C    2716.32    0.00   0.00   0.00   XXX   1.25   Elbow Mold Sock Suspension T
L6120   C    3165.49    0.00   0.00   0.00   XXX   1.25   Elbow Mold Doub Splt Soc Ste
L6130   C    3444.65    0.00   0.00   0.00   XXX   1.25   Elbow Stump Activated Lock H
L6200   C    3630.09    0.00   0.00   0.00   XXX   1.25   Elbow Mold Outsid Lock Hinge
L6205   C    4845.60    0.00   0.00   0.00   XXX   1.25   Elbow Molded W/ Expand Inter
L6250   C    3573.22    0.00   0.00   0.00   XXX   1.25   Elbow Inter Loc Elbow Forarm
L6300   C    4957.46    0.00   0.00   0.00   XXX   1.25   Shlder Disart Int Lock Elbow
L6310   C    4037.96    0.00   0.00   0.00   XXX   1.25   Shoulder Passive Restor Comp
L6320   C    2273.97    0.00   0.00   0.00   XXX   1.25   Shoulder Passive Restor Cap
L6350   C    5212.02    0.00   0.00   0.00   XXX   1.25   Thoracic Intern Lock Elbow
L6360   C    4238.32    0.00   0.00   0.00   XXX   1.25   Thoracic Passive Restor Comp
L6370   C    2702.63    0.00   0.00   0.00   XXX   1.25   Thoracic Passive Restor Cap
L6380   C    1530.60    0.00   0.00   0.00   XXX   1.25   Postop Dsg Cast Chg Wrst/Elb
L6382   C    1970.23    0.00   0.00   0.00   XXX   1.25   Postop Dsg Cast Chg Elb Dis/
L6384   C    2537.01    0.00   0.00   0.00   XXX   1.25   Postop Dsg Cast Chg Shlder/T
L6386   C    534.37     0.00   0.00   0.00   XXX   1.25   Postop Ea Cast Chg & Realign
L6388   C    584.98     0.00   0.00   0.00   XXX   1.25   Postop Applicat Rigid Dsg On
L6400   C    3087.61    0.00   0.00   0.00   XXX   1.25   Below Elbow Prosth Tiss Shap
L6450   C    4102.47    0.00   0.00   0.00   XXX   1.25   Elb Disart Prosth Tiss Shap
L6500   C    4105.83    0.00   0.00   0.00   XXX   1.25   Above Elbow Prosth Tiss Shap
L6550   C    5074.06    0.00   0.00   0.00   XXX   1.25   Shldr Disar Prosth Tiss Shap
L6570   C    5824.04    0.00   0.00   0.00   XXX   1.25   Scap Thorac Prosth Tiss Shap
L6580   C    2080.00    0.00   0.00   0.00   XXX   1.25   Wrist/Elbow Bowden Cable Mol
L6582   C    1831.37    0.00   0.00   0.00   XXX   1.25   Wrist/Elbow Bowden Cbl Dir F
L6584   C    2723.57    0.00   0.00   0.00   XXX   1.25   Elbow Fair Lead Cable Molded
L6586   C    2506.17    0.00   0.00   0.00   XXX   1.25   Elbow Fair Lead Cable Dir Fo
L6588   C    3761.07    0.00   0.00   0.00   XXX   1.25   Shdr Fair Lead Cable Molded
L6590   C    3500.79    0.00   0.00   0.00   XXX   1.25   Shdr Fair Lead Cable Direct
L6600   C    249.59     0.00   0.00   0.00   XXX   1.25   Polycentric Hinge Pair
L6605   C    246.45     0.00   0.00   0.00   XXX   1.25   Single Pivot Hinge Pair
L6610   C    221.54     0.00   0.00   0.00   XXX   1.25   Flexible Metal Hinge Pair
L6611   C    492.26     0.00   0.00   0.00   XXX   1.25   Additional Switch, Ext Power
L6615   C    231.16     0.00   0.00   0.00   XXX   1.25   Disconnect Locking Wrist Uni
L6616   C     86.31     0.00   0.00   0.00   XXX   1.25   Disconnect Insert Locking Wr
L6620   C    403.46     0.00   0.00   0.00   XXX   1.25   Flexion/Extension Wrist Unit
L6621   C    2734.70    0.00   0.00   0.00   XXX   1.25   Flex/Ext Wrist W/Wo Friction
L6623   C    853.56     0.00   0.00   0.00   XXX   1.25   Spring-Ass Rot Wrst W/ Latch
L6624   C    4502.75    0.00   0.00   0.00   XXX   1.25   Flex/Ext/Rotation Wrist Unit
L6625   C    707.70     0.00   0.00   0.00   XXX   1.25   Rotation Wrst W/ Cable Lock
L6628   C    637.44     0.00   0.00   0.00   XXX   1.25   Quick Disconn Hook Adapter O
L6629   C    194.68     0.00   0.00   0.00   XXX   1.25   Lamination Collar W/ Couplin
L6630   C    286.78     0.00   0.00   0.00   XXX   1.25   Stainless Steel Any Wrist
L6632   C     86.45     0.00   0.00   0.00   XXX   1.25   Latex Suspension Sleeve Each
L6635   C    234.37     0.00   0.00   0.00   XXX   1.25   Lift Assist For Elbow
L6637   C    488.60     0.00   0.00   0.00   XXX   1.25   Nudge Control Elbow Lock
L6638   C    2989.88    0.00   0.00   0.00   XXX   1.25   Elec Lock On Manual Pw Elbow
L6640   C    372.72     0.00   0.00   0.00   XXX   1.25   Shoulder Abduction Joint Pai
L6641   C    213.47     0.00   0.00   0.00   XXX   1.25   Excursion Amplifier Pulley T
L6642   C    289.34     0.00   0.00   0.00   XXX   1.25   Excursion Amplifier Lever Ty
L6645   C    424.78     0.00   0.00   0.00   XXX   1.25   Shoulder Flexion-Abduction J
L6646   C    3770.91    0.00   0.00   0.00   XXX   1.25   Multipo Locking Shoulder Jnt
L6647   C    620.81     0.00   0.00   0.00   XXX   1.25   Shoulder Lock Actuator
L6648   C    3889.16    0.00   0.00   0.00   XXX   1.25   Ext Pwrd Shlder Lock/Unlock
L6650   C    450.40     0.00   0.00   0.00   XXX   1.25   Shoulder Universal Joint
L6655   C     99.96     0.00   0.00   0.00   XXX   1.25   Standard Control Cable Extra
L6660   C    122.14     0.00   0.00   0.00   XXX   1.25   Heavy Duty Control Cable
L6665   C     61.28     0.00   0.00   0.00   XXX   1.25   Teflon Or Equal Cable Lining
L6670   C     63.81     0.00   0.00   0.00   XXX   1.25   Hook To Hand Cable Adapter
L6672   C    224.37     0.00   0.00   0.00   XXX   1.25   Harness Chest/Shlder Saddle
L6675   C    159.80     0.00   0.00   0.00   XXX   1.25   Harness Figure Of 8 Sing Con
L6676   C    161.38     0.00   0.00   0.00   XXX   1.25   Harness Figure Of 8 Dual Con
L6677   C    354.68     0.00   0.00   0.00   XXX   1.25   Ue Triple Control Harness
L6680   C    308.71     0.00   0.00   0.00   XXX   1.25   Test Sock Wrist Disart/Bel E
L6682   C    341.33     0.00   0.00   0.00   XXX   1.25   Test Sock Elbw Disart/Above
L6684   C    463.82     0.00   0.00   0.00   XXX   1.25   Test Socket Shldr Disart/Tho
L6686   C    785.56     0.00   0.00   0.00   XXX   1.25   Suction Socket
L6687   C    767.53    0.00   0.00   0.00   XXX   1.25   Frame Typ Socket Bel Elbow/W
L6688   C    704.90    0.00   0.00   0.00   XXX   1.25   Frame Typ Sock Above Elb/Dis
L6689   C    896.59    0.00   0.00   0.00   XXX   1.25   Frame Typ Socket Shoulder Di
L6690   C    914.97    0.00   0.00   0.00   XXX   1.25   Frame Typ Sock Interscap-Tho
L6691   C    459.32    0.00   0.00   0.00   XXX   1.25   Removable Insert Each
L6692   C    744.13    0.00   0.00   0.00   XXX   1.25   Silicone Gel Insert Or Equal
L6693   C    3394.31   0.00   0.00   0.00   XXX   1.25   Lockingelbow Forearm Cntrbal
L6694   C    889.15    0.00   0.00   0.00   XXX   1.25   Elbow Socket Ins Use W/Lock
L6695   C    740.94    0.00   0.00   0.00   XXX   1.25   Elbow Socket Ins Use W/O Lck
L6696   C    1573.08   0.00   0.00   0.00   XXX   1.25   Cus Elbo Skt In For Con/Atyp
L6697   C    1573.08   0.00   0.00   0.00   XXX   1.25   Cus Elbo Skt In Not Con/Atyp
L6698   C    661.88    0.00   0.00   0.00   XXX   1.25   Below/Above Elbow Lock Mech
L6703   C    432.57    0.00   0.00   0.00   XXX   1.25   Term Dev, Passive Hand Mitt
L6704   C    779.27    0.00   0.00   0.00   XXX   1.25   Term Dev, Sport/Rec/Work Att
L6706   C    464.29    0.00   0.00   0.00   XXX   1.25   Term Dev Mech Hook Vol Open
L6707   C    1711.29   0.00   0.00   0.00   XXX   1.25   Term Dev Mech Hook Vol Close
L6708   C    1113.04   0.00   0.00   0.00   XXX   1.25   Term Dev Mech Hand Vol Open
L6709   C    1612.12   0.00   0.00   0.00   XXX   1.25   Term Dev Mech Hand Vol Close
L6711   D    803.82    0.00   0.00   0.00   XXX   1.25   Ped Term Dev, Hook, Vol Open
L6712   D    1479.99   0.00   0.00   0.00   XXX   1.25   Ped Term Dev, Hook, Vol Clos
L6713   D    1867.89   0.00   0.00   0.00   XXX   1.25   Ped Term Dev, Hand, Vol Open
L6714   D    1582.10   0.00   0.00   0.00   XXX   1.25   Ped Term Dev, Hand, Vol Clos
L6715   C    3775.62   0.00   0.00   0.00   XXX   1.25   Term Device, Multi Art Digit
L6721   C    2812.01   0.00   0.00   0.00   XXX   1.25   Hook/Hand, Hvy Dty, Vol Open
L6722   C    2424.16   0.00   0.00   0.00   XXX   1.25   Hook/Hand, Hvy Dty, Vol Clos
L6805   C    452.73    0.00   0.00   0.00   XXX   1.25   Term Dev Modifier Wrist Unit
L6810   C    248.21    0.00   0.00   0.00   XXX   1.25   Term Dev Precision Pinch Dev
L6880   C   28573.01   0.00   0.00   0.00   XXX   1.25   Elec Hand Ind Art Digits
L6881   C    4887.90   0.00   0.00   0.00   XXX   1.25   Term Dev Auto Grasp Feature
L6882   C    3707.72   0.00   0.00   0.00   XXX   1.25   Microprocessor Control Uplmb
L6883   C    2111.57   0.00   0.00   0.00   XXX   1.25   Replc Sockt Below E/W Disa
L6884   C    2970.67   0.00   0.00   0.00   XXX   1.25   Replc Sockt Above Elbow Disa
L6885   C    4238.32   0.00   0.00   0.00   XXX   1.25   Replc Sockt Shldr Dis/Interc
L6890   C    226.32    0.00   0.00   0.00   XXX   1.25   Prefab Glove For Term Device
L6895   C    743.01    0.00   0.00   0.00   XXX   1.25   Custom Glove For Term Device
L6900   C    2009.88   0.00   0.00   0.00   XXX   1.25   Hand Restorat Thumb/1 Finger
L6905   C    1953.66   0.00   0.00   0.00   XXX   1.25   Hand Restoration Multiple Fi
L6910   C    1903.26   0.00   0.00   0.00   XXX   1.25   Hand Restoration No Fingers
L6915   C    833.01    0.00   0.00   0.00   XXX   1.25   Hand Restoration Replacmnt G
L6920   C    8880.32   0.00   0.00   0.00   XXX   1.25   Wrist Disarticul Switch Ctrl
L6925   C   10252.21   0.00   0.00   0.00   XXX   1.25   Wrist Disart Myoelectronic C
L6930   C    8935.39   0.00   0.00   0.00   XXX   1.25   Below Elbow Switch Control
L6935   C   10444.13   0.00   0.00   0.00   XXX   1.25   Below Elbow Myoelectronic Ct
L6940   C   11674.66   0.00   0.00   0.00   XXX   1.25   Elbow Disarticulation Switch
L6945   C   13582.12   0.00   0.00   0.00   XXX   1.25   Elbow Disart Myoelectronic C
L6950   C   13269.90   0.00   0.00   0.00   XXX   1.25   Above Elbow Switch Control
L6955   C   15892.52   0.00   0.00   0.00   XXX   1.25   Above Elbow Myoelectronic Ct
L6960   C   16028.80   0.00   0.00   0.00   XXX   1.25   Shldr Disartic Switch Contro
L6965   C   18858.64   0.00   0.00   0.00   XXX   1.25   Shldr Disartic Myoelectronic
L6970   C   19407.27   0.00   0.00   0.00   XXX   1.25   Interscapular-Thor Switch Ct
L6975   C   21264.21   0.00   0.00   0.00   XXX   1.25   Interscap-Thor Myoelectronic
L7007   C    4578.82   0.00   0.00   0.00   XXX   1.25   Adult Electric Hand
L7008   D    7206.57   0.00   0.00   0.00   XXX   1.25   Pediatric Electric Hand
L7009   C    4671.84   0.00   0.00   0.00   XXX   1.25   Adult Electric Hook
L7040   C    3751.30   0.00   0.00   0.00   XXX   1.25   Prehensile Actuator
L7045   D    2150.75   0.00   0.00   0.00   XXX   1.25   Pediatric Electric Hook
L7170   C    7802.22   0.00   0.00   0.00   XXX   1.25   Electronic Elbow Hosmer Swit
L7180   C   43468.12   0.00   0.00   0.00   XXX   1.25   Electronic Elbow Sequential
L7181   C   47905.41   0.00   0.00   0.00   XXX   1.25   Electronic Elbo Simultaneous
L7185   D    7900.79   0.00   0.00   0.00   XXX   1.25   Electron Elbow Adolescent Sw
L7186   D   11770.24   0.00   0.00   0.00   XXX   1.25   Electron Elbow Child Switch
L7190   D   10052.26   0.00   0.00   0.00   XXX   1.25   Elbow Adolescent Myoelectron
L7191   D   12299.20   0.00   0.00   0.00   XXX   1.25   Elbow Child Myoelectronic Ct
L7259   C    4252.61   0.00   0.00   0.00   XXX   1.25   Electronic Wrist Rotator Any
L7360   C    302.58    0.00   0.00   0.00   XXX   1.25   Six Volt Bat Otto Bock/Eq Ea
L7362   C    333.38    0.00   0.00   0.00   XXX   1.25   Battery Chrgr Six Volt Otto
L7364   C    530.23    0.00   0.00   0.00   XXX   1.25   Twelve Volt Battery Utah/Equ
L7366   C    714.24    0.00   0.00   0.00   XXX   1.25   Battery Chrgr 12 Volt Utah/E
L7367   C    465.47    0.00   0.00   0.00   XXX   1.25   Replacemnt Lithium Ionbatter
L7368   C    603.41    0.00   0.00   0.00   XXX   1.25   Lithium Ion Battery Charger
L7400   C    366.44    0.00   0.00   0.00   XXX   1.25   Add Ue Prost Be/Wd, Ultlite
L7401   C    410.23    0.00   0.00   0.00   XXX   1.25   Add Ue Prost A/E Ultlite Mat
L7402   C    443.01    0.00   0.00   0.00   XXX   1.25   Add Ue Prost S/D Ultlite Mat
L7403   C    440.29    0.00   0.00   0.00   XXX   1.25   Add Ue Prost B/E Acrylic
L7404   C    664.54    0.00   0.00   0.00   XXX   1.25   Add Ue Prost A/E Acrylic
L7405   C    869.11    0.00   0.00   0.00   XXX   1.25   Add Ue Prost S/D Acrylic
L7499   S      0.00    0.00   0.00   0.00   XXX   0.00   Upper Extremity Prosthes, Nos
L7510   C    960.14    0.00   0.00   0.00   XXX   1.25   Repair Prosth Dvc, Rep/Repl Minor Parts
L7520   C    933.28    0.00   0.00   0.00   XXX   1.25   Repair Prosthetic Dvc, Per 15 Min
L7600   C    909.21    0.00   0.00   0.00   XXX   1.25   Prosthetic Donning Sleeve
L7700   C    150.18    0.00   0.00   0.00   XXX   1.25   Pros Soc Insert Gasket/Seal
L7900   C    795.87    0.00   0.00   0.00   XXX   1.25   Male Vacuum Erection System
L7902   C    707.03    0.00   0.00   0.00   XXX   1.25   Tension Ring, Vac Erect Dev
L8000   C     48.58    0.00   0.00   0.00   XXX   1.25   Mastectomy Bra
L8001   C    149.97    0.00   0.00   0.00   XXX   1.25   Breast Prosthesis Bra & Form
L8002   C    197.25    0.00   0.00   0.00   XXX   1.25   Brst Prsth Bra & Bilat Form
L8010   C     68.84    0.00   0.00   0.00   XXX   1.25   Mastectomy Sleeve
L8015   C     71.84    0.00   0.00   0.00   XXX   1.25   Ext Breastprosthesis Garment
L8020   C    266.94    0.00   0.00   0.00   XXX   1.25   Mastectomy Form
L8030   C    419.79    0.00   0.00   0.00   XXX   1.25   Breast Prosthes W/O Adhesive
L8031   C    419.79    0.00   0.00   0.00   XXX   1.25   Breast Prosthesis W Adhesive
L8032   C     46.94    0.00   0.00   0.00   XXX   1.25   Reusable Nipple Prosthesis
L8033   C     0.00     0.00   0.00   0.00   XXX   0.00   Nipple Prosthesis Custom, Ea
L8035   C    4380.23   0.00   0.00   0.00   XXX   1.25   Custom Breast Prosthesis
L8039           S        0.00      0.00   0.00   0.00   XXX   0.00   Breast Prosthesis, Nos
L8040           C       2961.22    0.00   0.00   0.00   XXX   1.25   Nasal Prosthesis
L8040   KM      C       2813.16    0.00   0.00   0.00   XXX   1.25   Nasal Prosthesis
L8040   KN      C       1184.49    0.00   0.00   0.00   XXX   1.25   Nasal Prosthesis
L8041           C       3569.27    0.00   0.00   0.00   XXX   1.25   Midfacial Prosthesis
L8041   KM      C       3390.79    0.00   0.00   0.00   XXX   1.25   Midfacial Prosthesis
L8041   KN      C       1427.71    0.00   0.00   0.00   XXX   1.25   Midfacial Prosthesis
L8042           C       4010.41    0.00   0.00   0.00   XXX   1.25   Orbital Prosthesis
L8042   KM      C       3809.87    0.00   0.00   0.00   XXX   1.25   Orbital Prosthesis
L8042   KN      C       1604.17    0.00   0.00   0.00   XXX   1.25   Orbital Prosthesis
L8043           C       4491.66    0.00   0.00   0.00   XXX   1.25   Upper Facial Prosthesis
L8043   KM      C       4267.07    0.00   0.00   0.00   XXX   1.25   Upper Facial Prosthesis
L8043   KN      C       1796.65    0.00   0.00   0.00   XXX   1.25   Upper Facial Prosthesis
L8044           C       4972.89    0.00   0.00   0.00   XXX   1.25   Hemi-Facial Prosthesis
L8044   KM      C       4724.26    0.00   0.00   0.00   XXX   1.25   Hemi-Facial Prosthesis
L8044   KN      C       1989.16    0.00   0.00   0.00   XXX   1.25   Hemi-Facial Prosthesis
L8045           C       3272.17    0.00   0.00   0.00   XXX   1.25   Auricular Prosthesis
L8045   KM      C       3108.57    0.00   0.00   0.00   XXX   1.25   Auricular Prosthesis
L8045   KN      C       1308.87    0.00   0.00   0.00   XXX   1.25   Auricular Prosthesis
L8046           C       3208.32    0.00   0.00   0.00   XXX   1.25   Partial Facial Prosthesis
L8046   KM      C       3047.91    0.00   0.00   0.00   XXX   1.25   Partial Facial Prosthesis
L8046   KN      C       1283.32    0.00   0.00   0.00   XXX   1.25   Partial Facial Prosthesis
L8047           C       1644.26    0.00   0.00   0.00   XXX   1.25   Nasal Septal Prosthesis
L8047   KM      C       1562.05    0.00   0.00   0.00   XXX   1.25   Nasal Septal Prosthesis
L8047   KN      C       657.71     0.00   0.00   0.00   XXX   1.25   Nasal Septal Prosthesis
             FECA-D
L8048        Energy-S     0.00     0.00   0.00   0.00   XXX   0.00   Unspec Maxillofacial Prosth
L8049           C        634.90    0.00   0.00   0.00   XXX   1.25   Repair Maxillofacial Prosth
L8300           C        112.25    0.00   0.00   0.00   XXX   1.25   Truss Single W/ Standard Pad
L8310           C        177.22    0.00   0.00   0.00   XXX   1.25   Truss Double W/ Standard Pad
L8320           C         71.13    0.00   0.00   0.00   XXX   1.25   Truss Addition To Std Pad Wa
L8330           C         65.69    0.00   0.00   0.00   XXX   1.25   Truss Add To Std Pad Scrotal
L8400           C         20.94    0.00   0.00   0.00   XXX   1.25   Sheath Below Knee
L8410           C         27.56    0.00   0.00   0.00   XXX   1.25   Sheath Above Knee
L8415           C         28.52    0.00   0.00   0.00   XXX   1.25   Sheath Upper Limb
L8417           C         89.88    0.00   0.00   0.00   XXX   1.25   Pros Sheath/Sock W Gel Cushn
L8420           C         25.88    0.00   0.00   0.00   XXX   1.25   Prosthetic Sock Multi Ply Bk
L8430           C         29.46    0.00   0.00   0.00   XXX   1.25   Prosthetic Sock Multi Ply Ak
L8435           C         27.98    0.00   0.00   0.00   XXX   1.25   Pros Sock Multi Ply Upper Lm
L8440           C         55.65    0.00   0.00   0.00   XXX   1.25   Shrinker Below Knee
L8460           C         88.69    0.00   0.00   0.00   XXX   1.25   Shrinker Above Knee
L8465           C         64.91    0.00   0.00   0.00   XXX   1.25   Shrinker Upper Limb
L8470           C         8.88     0.00   0.00   0.00   XXX   1.25   Pros Sock Single Ply Bk
L8480           C         12.25    0.00   0.00   0.00   XXX   1.25   Pros Sock Single Ply Ak
L8485           C         14.80    0.00   0.00   0.00   XXX   1.25   Pros Sock Single Ply Upper L
L8499           S         0.00     0.00   0.00   0.00   XXX   0.00   Unlisted Misc Prosthetic Ser
L8500           C        878.17    0.00   0.00   0.00   XXX   1.25   Artificial Larynx
L8501           C        160.74    0.00   0.00   0.00   XXX   1.25   Tracheostomy Speaking Valve
L8505           C         0.00     0.00   0.00   0.00   XXX   0.00   Artificial Larynx, Accessory
L8507           C         50.08    0.00   0.00   0.00   XXX   1.25   Trach-Esoph Voice Pros Pt In
L8509           C        130.57    0.00   0.00   0.00   XXX   1.25   Trach-Esoph Voice Pros Md In
L8510           C        302.12    0.00   0.00   0.00   XXX   1.25   Voice Amplifier
L8511           C         86.96    0.00   0.00   0.00   XXX   1.25   Indwelling Trach Insert
L8512           C         2.60     0.00   0.00   0.00   XXX   1.25   Gel Cap For Trach Voice Pros
L8513           C         6.22     0.00   0.00   0.00   XXX   1.25   Trach Pros Cleaning Device
